Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
208,40,57,26,211
291,26,67,36,212
211,50,90,13,136
24,38,10,27,71
264,5,82,35,247
60,3,63,5,133
182,14,75,2,219
229,6,81,27,181
114,17,22,7,104
150,3,65,15,206
281,34,87,11,155
197,25,93,33,119
78,8,51,25,170
183,42,50,22,276
52,32,36,7,72
299,31,47,23,121
153,3,66,13,11
99,7,80,3,27
172,7,87,41,207
22,15,8,50,46
296,26,19,46,295
80,20,5,48,15
23,24,91,20,37
212,3,98,16,151
14,39,98,29,101
288,43,85,8,196
171,35,0,45,122
281,49,47,19,239
129,14,95,40,121
292,3,74,23,52
40,20,10,1,82
252,6,25,45,89
163,26,32,5,153
255,35,58,49,18
299,42,91,22,108
112,43,99,7,36
19,26,39,30,296
22,41,53,31,155
41,12,16,43,101
240,34,73,17,64
102,48,85,5,65
90,13,37,28,126
197,10,51,0,145
197,1,65,31,231
299,30,53,37,249
196,32,36,35,180
207,15,43,33,164
290,33,7,10,85
159,40,34,14,272
206,30,45,44,179
47,38,76,42,69
272,20,9,26,279
0,8,68,1,270
23,1,59,6,176
130,22,75,29,275
150,8,41,12,259
297,41,88,3,258
118,1,44,43,172
287,10,87,13,295
281,31,59,13,144
175,41,0,25,192
294,9,18,39,86
169,36,24,22,270
273,14,34,1,122
299,47,54,5,13
2,38,50,37,9
125,12,10,25,240
174,35,10,29,286
17,24,30,10,232
109,48,34,38,242
204,8,15,27,70
200,18,96,14,50
164,3,9,9,150
145,36,12,2,115
245,45,32,36,285
230,36,47,3,163
80,21,96,30,282
206,19,38,10,215
234,35,39,41,131
152,35,74,13,37
146,6,8,10,227
193,35,3,43,210
133,15,16,20,115
61,29,25,36,204
45,37,91,36,203
151,9,70,28,242
162,33,53,21,193
187,23,5,43,238
224,1,49,13,13
131,7,52,29,132
238,29,39,31,276
179,32,80,45,150
180,22,26,14,237
67,9,10,12,296
172,23,18,32,111
158,34,70,26,211
278,8,49,47,292
121,6,84,31,235
17,48,28,37,107
115,0,69,26,255
239,17,19,15,298
153,2,77,9,130
277,32,75,29,151
84,46,74,3,168
292,2,27,21,117
279,31,6,15,174
198,39,18,3,242
155,31,9,23,79
252,34,63,45,124
290,48,62,20,11
167,28,35,49,132
194,33,23,2,173
167,3,90,19,194
123,2,83,24,5
25,24,83,44,238
285,28,63,47,209
156,42,14,13,260
215,29,66,25,93
176,33,10,11,11
123,9,34,26,21
20,27,35,5,13
113,48,62,20,134
189,11,81,18,261
63,13,26,0,99
214,39,17,47,166
170,6,60,45,74
130,45,19,45,217
95,23,57,14,11
164,0,88,0,198
193,31,67,16,125
299,39,19,2,169
98,17,32,29,296
77,24,86,2,13
171,6,99,7,256
69,22,43,45,206
169,13,73,28,157
91,36,6,16,141
145,6,1,37,240
279,26,43,19,205
94,30,11,37,122
153,12,64,16,31
126,0,63,10,224
60,16,58,47,58
134,2,41,23,6
2,39,66,3,179
248,11,72,43,125
154,25,32,45,139
113,40,14,11,166
45,6,51,27,273
237,36,95,40,178
214,33,16,11,62
34,30,21,7,95
82,30,67,45,154
127,46,83,21,169
255,45,96,16,271
125,16,37,10,138
26,37,36,18,263
185,13,99,30,38
19,16,49,39,27
150,46,67,12,68
2,30,78,24,292
168,17,98,23,192
57,38,87,50,134
67,3,84,49,190
180,27,3,38,274
126,18,43,28,220
167,15,25,5,244
200,14,30,21,300
257,48,37,3,100
128,5,29,31,250
154,43,58,5,31
36,18,90,14,268
49,16,13,46,228
232,42,23,21,162
231,5,83,10,87
127,50,73,3,54
94,33,11,10,257
274,41,8,19,129
106,42,19,27,218
226,5,95,23,185
51,3,39,20,239
189,3,28,15,125
92,12,77,42,29
31,43,56,9,61
122,11,41,0,48
296,32,7,8,258
49,36,22,25,107
77,31,97,30,216
269,36,45,7,107
42,45,60,41,141
10,27,58,17,145
125,23,47,33,129
298,40,3,5,149
164,12,71,29,160
105,45,42,26,257
201,42,77,29,26
127,12,44,36,147
194,32,23,42,146
167,21,78,1,281
55,41,33,26,42
293,16,89,5,61
95,43,13,46,278
87,30,88,26,267
276,19,32,49,198
187,47,35,0,251
69,25,44,37,153
123,11,21,46,42
84,41,33,15,28
87,4,23,30,199
17,32,22,5,221
43,45,5,33,176
16,12,8,42,216
229,17,60,50,156
32,31,75,29,146
233,18,54,46,25
264,42,50,24,238
90,14,50,40,127
77,15,20,48,70
16,25,52,13,60
215,24,74,20,285
91,13,61,27,92
235,37,91,27,103
140,23,78,36,19
286,40,39,36,39
17,43,72,1,1
254,11,86,21,189
78,27,57,12,280
275,46,3,31,25
203,47,27,50,78
147,45,10,38,199
213,22,94,5,213
145,30,61,36,12
174,12,81,45,17
26,13,36,34,51
79,32,89,29,203
283,1,33,47,134
65,3,47,9,115
16,15,72,15,85
134,5,100,42,49
35,34,36,9,204
112,32,64,34,211
21,7,80,23,266
200,49,40,26,55
21,33,19,42,200
18,10,29,29,264
274,34,72,15,28
27,19,75,45,99
180,15,70,50,53
9,24,1,7,228
90,39,71,45,69
117,13,63,19,111
158,28,88,31,184
150,49,43,11,225
69,27,71,49,86
2,32,83,11,55
237,2,46,31,13
246,25,43,6,187
80,32,72,20,175
18,0,25,48,28
9,5,66,33,206
248,45,28,35,172
266,29,61,20,251
269,36,93,22,135
296,50,86,30,69
69,44,24,2,124
74,35,33,6,141
217,43,71,3,186
192,14,44,6,168
185,26,26,50,165
254,41,7,6,204
103,43,35,24,89
94,6,23,32,257
108,17,17,16,217
111,36,68,15,142
186,18,70,1,212
87,44,76,16,284
111,27,77,39,268
218,43,93,25,234
188,6,56,1,190
200,17,41,21,97
272,49,92,30,72
150,18,59,23,268
23,9,34,6,224
296,30,78,23,101
19,3,24,35,222
83,26,41,10,121
297,42,40,42,205
77,41,29,11,138
81,15,45,23,227
7,0,79,15,75
59,34,59,15,22
102,13,97,9,160
245,43,44,42,176
137,28,42,30,68
110,26,46,25,162
265,41,90,3,141
264,47,70,39,2
182,24,59,45,269
128,10,3,37,38
187,11,21,38,285
282,1,57,9,1
174,24,32,37,239
210,25,68,46,148
156,8,98,43,171
172,2,1,11,115
55,37,39,48,272
297,20,97,6,266
107,31,80,37,220
42,40,42,8,159
212,30,0,27,231
107,0,61,49,176
221,11,4,6,203
156,10,27,14,65
137,39,34,32,90
7,30,37,32,25
45,14,59,26,253
138,29,57,43,113
269,34,11,2,11
30,8,18,38,77
75,38,45,38,84
152,17,17,37,116
29,35,74,31,35
284,46,60,14,282
180,8,96,13,274
211,2,62,41,68
43,8,25,7,204
88,15,78,11,262
203,11,15,40,290
111,10,93,32,163
179,25,67,4,199
225,0,62,0,178
97,3,80,11,197
207,22,64,8,93
226,7,52,13,127
166,1,29,43,146
195,11,57,39,251
44,45,86,48,172
281,2,19,23,194
263,6,8,7,299
78,44,51,5,41
70,43,24,47,249
52,0,51,3,10
75,30,62,37,121
23,22,45,43,189
127,21,88,38,73
295,18,49,10,295
278,16,27,16,91
140,34,23,18,37
257,32,5,25,108
56,4,33,10,2
214,49,59,50,86
170,25,8,1,69
119,16,98,5,189
111,16,17,5,87
185,48,14,4,253
283,40,12,1,195
239,23,57,10,169
118,32,50,30,23
61,3,59,34,35
290,43,25,26,166
223,13,85,16,223
139,2,39,44,31
277,21,89,11,15
245,14,7,47,265
142,9,5,36,156
81,47,72,25,153
198,3,24,34,243
143,50,41,14,235
89,49,51,8,192
107,41,15,18,281
221,46,15,23,235
229,15,59,11,113
25,8,35,6,22
158,34,68,22,176
267,29,43,36,61
177,49,47,28,127
17,27,81,1,162
264,27,16,9,167
128,42,1,26,280
61,1,48,36,290
64,9,4,20,52
195,16,76,15,224
49,30,40,11,148
77,29,1,24,63
195,8,97,45,245
204,46,100,33,198
114,13,7,37,112
64,8,1,16,250
118,50,43,19,127
294,15,16,18,196
41,10,78,23,36
292,26,75,44,113
51,15,44,13,8
36,22,22,5,100
43,6,90,29,127
26,48,17,32,36
54,42,70,0,212
293,23,91,21,90
290,7,30,42,161
225,25,11,9,49
77,16,24,12,200
300,36,83,33,98
294,43,58,45,87
297,14,6,41,281
206,0,82,31,130
220,21,78,5,44
122,19,27,49,270
74,48,58,9,59
81,37,76,41,180
2,6,98,8,287
160,2,35,29,114
131,13,61,46,238
283,24,63,13,183
215,28,37,47,187
206,14,15,31,117
117,25,11,37,176
217,27,62,15,19
33,15,49,38,216
69,42,30,4,237
267,4,97,26,110
56,39,69,15,69
171,48,92,20,236
58,37,83,3,242
0,3,16,33,37
108,8,74,2,39
119,24,71,38,113
93,14,30,33,21
299,30,68,30,263
206,5,65,7,202
91,9,62,13,129
73,5,37,32,177
87,6,38,9,213
70,6,44,24,87
94,11,48,6,218
89,18,99,43,182
157,27,84,28,143
114,6,47,13,82
247,34,44,16,216
149,34,5,20,155
24,34,79,17,89
197,17,47,33,192
293,34,11,3,225
255,30,23,44,272
119,29,62,25,18
101,10,0,21,83
10,1,81,10,193
276,18,66,39,133
127,49,50,47,67
289,8,70,26,201
170,34,32,9,83
231,18,82,24,206
197,45,44,26,219
33,48,9,4,48
58,7,78,12,165
74,30,65,29,182
205,2,87,14,222
38,11,98,9,37
14,4,59,23,250
26,42,70,9,202
101,26,61,16,64
86,5,29,47,207
21,7,41,25,84
70,8,97,28,111
226,39,28,17,91
7,18,86,27,204
205,2,7,31,246
169,30,10,38,226
17,23,64,12,297
275,0,35,13,281
241,24,65,11,158
265,8,80,45,290
54,39,65,5,237
139,11,72,12,284
50,31,42,15,191
56,36,53,0,168
73,22,59,36,99
38,24,95,13,161
32,45,8,13,52
143,35,33,15,238
3,1,76,23,91
172,11,72,41,56
285,11,74,13,97
245,31,11,6,276
173,31,9,47,4
58,27,75,11,8
198,36,44,48,240
199,8,45,1,226
177,24,56,48,233
273,16,55,13,160
229,43,13,22,162
268,3,55,19,264
275,28,49,25,18
275,14,39,24,137
112,49,83,7,2
125,20,9,18,178
178,36,80,16,7
62,43,86,39,275
83,11,58,15,266
39,40,89,41,74
35,46,20,1,136
135,5,26,43,222
98,0,88,37,256
278,24,92,20,4
172,6,46,38,87
108,13,27,10,177
123,2,42,0,200
118,34,85,35,287
175,45,97,43,2
113,35,89,5,232
144,50,58,28,238
224,49,89,24,282
194,40,35,14,156
214,36,61,37,68
134,11,39,14,185
74,15,21,49,278
264,6,41,2,284
90,1,39,5,177
241,18,25,11,108
92,7,27,6,128
221,14,64,47,277
110,8,58,19,299
189,34,14,9,149
44,7,40,11,218
226,26,54,13,221
142,18,52,3,42
1,6,67,9,13
127,12,94,29,167
144,48,88,13,264
293,45,8,16,32
272,11,97,18,276
117,35,81,1,60
236,10,59,21,256
54,45,38,2,33
91,17,45,6,151
251,6,58,35,14
193,39,35,33,45
238,27,59,49,182
222,42,81,22,298
270,43,88,38,30
152,29,73,3,32
273,16,6,13,15
50,45,1,39,3
5,30,95,32,295
209,33,86,29,275
40,36,31,15,233
154,23,5,0,45
79,1,21,14,280
145,21,11,12,80
48,32,83,26,157
132,31,15,6,298
276,23,14,35,102
219,2,3,27,128
37,6,7,33,267
186,22,10,20,252
134,50,6,8,206
20,25,84,7,31
271,4,46,11,23
189,28,50,44,100
26,50,0,12,30
256,32,87,43,3
105,24,53,20,40
297,44,23,35,132
115,10,9,10,96
136,50,59,16,247
269,23,75,29,94
298,47,31,20,293
171,46,72,22,109
148,42,63,14,259
171,18,91,5,138
193,42,6,32,115
54,25,31,28,70
117,38,26,48,102
32,18,84,42,288
124,3,27,32,30
167,16,83,42,279
88,3,51,8,232
46,11,17,35,6
138,43,33,41,146
64,9,4,6,298
299,15,20,1,179
37,12,27,36,242
24,1,82,23,81
166,19,2,0,295
51,37,27,28,85
215,5,61,0,255
44,23,78,28,281
229,17,20,39,138
39,35,25,11,234
172,32,70,4,183
156,12,85,10,245
176,25,54,25,45
82,43,55,22,284
218,24,96,24,224
242,47,59,15,98
299,35,35,3,225
195,36,41,18,180
228,9,17,8,141
258,8,70,42,273
220,22,79,35,134
87,2,75,38,190
54,35,12,22,275
266,13,100,37,211
173,17,38,28,73
263,26,59,6,114
51,12,14,24,72
289,12,37,4,142
239,43,28,41,93
154,41,1,27,107
14,23,95,15,260
200,11,49,4,263
113,33,92,49,30
249,15,49,20,46
165,4,28,11,126
252,41,92,40,42
15,48,95,41,139
47,5,62,27,95
22,39,75,6,125
297,41,41,27,239
278,46,3,23,285
39,12,9,44,119
241,33,60,7,63
285,3,38,20,255
61,31,37,40,63
170,17,46,39,53
32,15,61,14,89
94,50,93,2,73
164,9,39,15,181
222,44,6,39,29
169,11,99,43,57
230,0,40,47,178
197,11,67,49,34
49,37,77,49,257
53,27,64,25,129
291,5,59,47,12
242,11,55,33,296
214,37,28,45,252
271,50,7,24,211
156,40,88,26,162
0,7,69,22,180
240,28,62,26,199
182,25,9,34,44
93,21,15,12,32
138,12,99,2,45
176,26,66,14,73
27,30,41,10,255
59,37,15,29,175
223,50,61,39,270
244,7,85,33,290
298,40,26,48,260
292,26,99,34,11
244,24,56,37,206
144,47,96,14,267
257,46,72,3,258
30,38,54,34,84
224,16,21,39,294
140,44,8,18,61
87,19,51,0,114
189,27,55,0,114
178,47,36,46,161
73,24,88,4,251
228,31,13,34,259
167,41,85,50,99
113,48,54,50,28
123,8,39,41,66
74,44,81,32,98
80,36,71,21,171
51,43,20,18,59
43,14,73,3,177
218,22,64,10,169
127,8,53,31,53
237,42,2,42,268
221,21,13,0,57
242,31,40,14,133
271,45,47,20,161
263,32,75,49,167
85,29,36,36,181
25,48,66,3,204
184,38,44,13,163
242,18,71,50,61
141,25,96,13,193
45,29,71,24,270
35,0,92,3,290
195,21,67,38,100
232,37,15,47,172
80,38,73,16,127
52,45,84,39,112
130,23,0,44,294
96,46,32,40,126
255,40,11,41,237
190,6,72,14,274
8,30,55,17,54
91,29,40,41,196
269,26,100,44,288
17,6,60,10,264
283,27,89,39,267
101,47,97,1,242
113,43,76,34,210
254,33,35,5,134
108,23,76,34,128
221,8,60,20,240
9,47,81,20,217
279,1,9,7,19
149,2,7,23,48
182,24,67,45,247
184,37,64,33,114
296,8,17,1,218
23,24,95,10,226
296,50,65,50,6
90,32,78,35,34
59,28,17,6,155
104,8,43,1,289
134,29,22,38,174
231,44,85,37,231
254,48,42,32,286
89,7,19,25,290
118,1,53,38,195
63,50,71,0,174
176,7,56,33,295
95,3,58,2,84
294,31,90,28,140
86,10,31,49,42
217,48,31,26,246
299,18,62,12,22
261,47,60,12,116
121,28,10,17,107
208,7,74,13,150
74,8,43,22,234
237,43,40,22,8
152,16,88,19,227
26,11,85,6,264
166,5,4,11,120
212,17,37,48,85
47,31,66,44,131
151,50,71,49,194
183,38,89,30,100
128,20,53,23,51
90,12,55,21,96
2,33,57,30,279
164,0,95,46,47
97,37,67,27,152
179,27,17,13,46
138,22,67,41,40
89,25,22,33,18
163,43,66,4,14
138,36,53,22,93
96,13,81,48,104
208,17,6,42,197
215,14,29,23,128
291,13,36,8,209
176,5,86,3,226
212,7,25,49,265
274,3,30,44,11
291,30,30,49,193
299,47,66,47,49
49,29,15,42,97
127,18,43,1,144
159,17,51,4,34
248,25,27,50,187
5,31,74,1,172
295,40,12,47,230
282,30,84,11,169
241,25,43,15,196
256,39,1,39,166
164,22,20,41,189
81,24,64,31,100
74,9,36,41,30
11,45,96,0,94
0,13,38,13,258
84,9,13,1,13
272,23,38,9,54
68,48,61,34,121
56,1,88,34,102
35,48,92,23,25
78,30,39,28,272
2,28,38,23,103
198,11,76,43,160
91,16,41,48,78
58,5,15,5,206
185,11,68,40,127
64,6,58,1,244
286,46,24,10,27
88,15,17,27,284
153,44,92,21,269
10,5,48,35,83
30,18,24,42,290
41,9,95,16,139
113,1,66,0,216
101,31,64,13,237
290,8,56,2,249
40,42,37,11,117
38,32,85,42,102
145,26,10,46,119
202,5,56,43,149
278,44,98,11,292
47,7,29,16,83
205,2,38,23,26
2,50,62,48,60
288,28,37,11,183
32,11,90,14,72
9,30,58,11,46
115,27,21,38,13
272,43,51,37,292
293,48,53,21,149
100,26,83,29,117
129,28,70,8,242
63,15,77,0,129
200,31,34,19,238
195,18,99,31,77
148,38,17,1,8
87,8,40,37,38
0,25,24,1,93
2,4,65,38,63
28,20,1,11,58
70,19,38,45,162
6,7,41,19,120
41,26,86,24,223
213,42,72,47,96
153,30,61,26,106
194,37,56,10,107
102,45,63,39,240
1,24,66,7,117
136,26,0,0,171
247,13,87,47,134
32,20,60,0,97
170,13,28,16,78
214,7,97,37,135
67,38,5,15,297
298,33,91,3,225
126,29,18,17,121
144,1,75,20,87
293,5,86,24,14
19,28,23,33,39
285,46,85,43,245
52,27,99,18,287
196,20,14,15,188
229,2,68,43,15
280,3,11,44,238
43,42,51,36,153
71,0,54,21,90
134,41,61,31,285
154,18,5,0,256
156,8,90,42,199
112,45,15,7,31
112,46,76,25,95
76,0,94,27,39
129,14,76,23,164
39,26,70,40,278
285,26,95,21,299
229,27,15,48,201
6,33,0,41,262
129,27,77,10,299
220,31,64,50,148
76,6,7,40,230
162,28,63,8,166
86,47,84,10,80
202,26,48,48,294
238,25,21,29,174
60,45,43,42,254
75,11,82,11,93
17,16,84,14,253
161,40,91,7,268
5,20,7,3,45
9,48,62,29,243
43,49,38,16,202
137,19,81,14,299
100,4,15,15,20
188,11,70,22,80
169,40,80,22,123
121,33,51,23,117
270,12,51,27,231
167,48,23,32,32
277,1,64,37,300
291,34,13,3,45
66,34,19,20,153
43,36,66,26,57
122,16,89,12,41
97,49,61,19,201
76,23,39,35,245
102,29,76,36,197
280,12,79,41,196
70,46,33,36,110
275,33,83,44,278
210,49,12,13,12
274,14,94,15,180
191,18,5,2,245
82,30,65,41,136
132,35,79,12,10
57,4,18,33,205
285,9,86,14,181
137,33,64,15,149
96,39,89,22,131
116,26,76,19,261
33,4,81,8,137
123,32,51,36,15
214,40,93,34,246
46,17,0,6,184
211,47,4,31,265
30,32,38,46,215
34,19,57,24,23
122,34,97,12,101
273,25,79,38,133
53,17,46,32,5
5,38,21,46,135
48,16,87,4,56
26,10,76,45,220
257,39,99,45,160
239,41,67,35,123
146,36,11,14,215
10,10,49,39,190
194,16,30,12,85
201,12,60,29,11
229,30,76,3,124
165,0,85,47,228
244,37,37,9,42
279,48,66,9,267
59,48,76,40,202
111,14,95,50,69
1,14,59,10,164
105,4,90,29,69
259,0,95,33,27
56,27,3,38,109
255,4,50,8,193
128,33,89,15,115
238,47,50,2,103
61,31,57,22,272
271,1,35,19,56
153,28,73,13,155
154,15,67,18,81
111,37,90,27,50
124,3,92,46,206
135,44,68,21,293
61,11,20,50,191
38,44,12,6,108
31,10,47,26,126
117,7,15,31,190
176,37,94,3,114
80,24,69,28,254
212,23,55,31,198
106,37,84,36,150
212,46,32,44,284
292,23,56,21,44
9,24,50,20,55
144,37,53,44,243
178,11,13,6,230
183,8,60,48,58
156,47,19,9,138
80,14,42,21,153
254,10,41,44,6
162,36,67,4,31
29,45,27,11,115
77,29,80,32,4
166,9,15,33,153
29,15,50,16,8
188,23,22,40,111
197,34,44,30,113
205,33,70,23,233
24,31,29,48,244
155,34,80,24,166
204,42,93,7,162
78,31,96,10,37
29,49,41,35,98
271,21,4,9,235
297,17,75,23,137
82,26,59,30,210
50,18,4,3,129
153,34,29,18,60
246,6,69,38,158
127,29,70,41,116
288,8,28,20,208
35,44,51,10,16
99,22,92,34,119
88,21,44,14,67
299,34,63,30,236
284,12,84,38,276
258,50,84,9,287
224,14,12,1,31
4,32,20,35,280
226,11,17,28,220
167,0,67,46,278
220,42,57,37,281
170,3,100,31,160
274,46,12,7,187
10,41,61,35,128
169,49,14,48,64
66,24,1,10,69
220,17,78,13,161
243,19,5,48,228
122,24,42,20,176
121,6,11,23,18
178,40,0,26,206
298,5,4,20,296
250,32,100,38,169
27,22,78,29,267
47,12,42,2,140
135,2,37,36,51
119,46,21,26,72
292,45,12,38,290
14,12,62,3,200
189,15,36,45,246
145,0,98,17,255
172,8,44,37,299
266,8,90,9,48
199,10,84,30,94
249,22,18,36,197
119,32,51,47,160
83,41,30,48,123
265,35,88,18,300
166,25,48,1,235
64,29,52,20,111
205,10,83,19,16
97,39,39,33,190
27,35,35,4,178
97,34,45,16,84
5,19,13,44,292
95,14,51,42,167
13,2,24,50,155
157,50,29,49,211
200,13,45,6,267
180,1,22,45,182
70,8,52,1,47
85,29,13,16,108
25,43,48,14,125
204,5,30,50,60
110,12,58,4,76
74,28,23,7,227
285,36,88,18,286
277,30,94,16,163
60,24,68,50,174
255,5,12,30,106
193,39,85,0,41
8,22,76,24,259
41,12,15,5,102
256,50,45,24,244
121,35,33,21,235
99,38,24,29,41
228,40,8,33,2
293,31,92,32,197
58,10,89,9,298
4,42,91,46,174
244,19,59,11,114
151,38,81,20,125
231,30,59,17,195
35,25,3,5,216
187,23,25,33,272
176,1,5,40,80
23,29,60,36,300
248,22,34,36,184
240,21,87,22,41
178,24,58,29,299
78,29,19,12,270
189,3,19,0,63
234,15,73,23,82
234,9,78,6,271
106,2,8,6,261
231,39,67,13,164
54,8,2,32,237
139,43,47,17,248
19,3,73,26,37
10,7,86,29,192
182,32,100,36,239
49,18,27,11,177
219,1,70,18,257
236,34,61,4,70
126,36,40,40,157
274,28,78,24,164
15,19,86,39,111
83,12,76,15,9
61,26,9,37,26
298,23,37,39,118
139,48,74,33,118
82,17,85,20,299
36,22,5,47,48
100,31,46,19,36
230,49,19,10,122
41,19,0,19,193
162,9,71,20,53
239,3,73,4,64
27,49,29,28,262
108,43,94,12,232
217,6,75,1,123
233,18,42,42,54
297,31,33,21,115
186,28,33,3,259
188,31,8,49,70
217,34,66,19,199
13,18,50,23,99
6,6,44,19,257
283,4,66,44,300
194,8,58,19,98
126,11,30,6,74
291,20,93,41,144
299,15,61,33,244
262,36,56,31,276
41,41,9,0,119
90,25,48,17,93
208,48,83,1,172
158,4,0,40,256
279,50,1,7,13
217,34,71,5,20
222,24,42,35,260
173,3,64,8,155
164,16,96,4,127
169,13,13,11,93
170,26,58,41,83
89,11,8,38,195
13,45,1,34,209
40,42,42,12,259
53,33,49,32,109
100,11,60,11,244
205,17,79,40,189
88,5,30,28,119
17,38,87,24,191
218,5,56,1,160
64,20,35,32,82
174,9,47,32,174
225,26,16,33,5
218,16,82,31,21
211,33,44,46,262
168,0,79,17,267
1,18,77,37,150
174,12,55,4,179
236,7,16,41,71
264,18,1,15,11
170,15,16,19,190
90,2,28,8,212
214,28,57,48,290
200,30,20,24,270
81,30,9,42,91
163,22,39,0,278
27,4,78,7,268
231,27,42,45,177
132,31,95,31,200
51,28,23,50,227
82,40,42,30,73
218,8,12,48,213
81,33,84,28,64
283,11,13,8,289
161,20,14,25,110
248,25,68,37,195
137,26,89,23,281
242,9,41,7,266
154,16,49,22,58
60,36,52,25,300
189,40,52,46,147
90,0,12,36,0
24,15,27,37,273
93,50,58,13,208
245,44,64,40,35
285,19,30,12,36
61,46,56,40,117
199,45,60,38,50
210,29,4,23,106
262,38,22,7,260
245,4,63,8,9
163,38,5,13,227
270,39,98,5,234
63,35,19,43,188
19,39,3,12,101
102,22,13,24,290
89,9,33,1,32
179,35,58,50,183
175,38,82,24,110
39,0,67,13,52
108,16,0,29,199
74,29,71,2,292
33,24,85,7,239
259,49,63,37,8
78,20,56,25,125
63,30,51,18,256
107,38,3,21,124
6,49,20,47,63
221,5,88,11,230
178,35,56,37,63
130,39,16,19,173
286,39,87,25,137
26,14,91,7,18
262,45,65,20,140
151,46,30,38,30
277,12,47,6,196
74,2,97,12,237
236,49,81,35,296
237,32,57,29,55
32,12,95,12,126
66,12,85,33,20
139,42,20,43,42
204,22,54,21,53
116,6,61,42,248
4,21,37,21,52
241,35,84,6,248
257,2,72,42,185
239,25,40,28,47
200,42,74,13,240
165,24,60,16,221
53,5,63,23,193
227,48,94,4,273
174,16,43,9,192
88,3,60,35,68
148,34,31,12,190
54,25,75,16,72
31,6,95,9,139
82,2,14,22,73
74,36,98,36,8
166,21,34,30,241
157,26,58,20,295
130,30,25,39,154
163,32,90,15,278
73,2,37,23,264
154,48,75,22,74
103,20,27,6,148
78,28,82,44,166
284,21,84,14,291
63,26,3,3,279
59,0,80,9,141
292,18,0,35,133
103,18,25,47,285
109,22,84,48,216
83,2,22,46,140
17,16,77,42,23
211,3,89,8,214
103,29,19,41,38
43,19,26,49,125
13,14,75,12,165
113,20,71,22,0
164,5,71,19,151
250,2,9,46,110
287,35,6,21,227
119,31,44,48,144
97,10,32,36,141
104,24,82,44,156
41,20,45,17,44
144,43,99,42,272
248,39,38,21,284
195,49,16,29,190
76,41,75,18,145
135,26,80,21,49
53,50,29,15,256
288,2,94,42,60
89,36,49,36,134
101,17,5,29,186
110,7,34,35,133
172,41,18,13,201
77,32,54,50,114
152,3,34,43,205
0,30,5,48,151
164,5,78,48,15
93,1,83,8,108
207,46,35,5,33
4,14,95,13,85
212,43,78,1,244
197,7,85,38,267
214,25,57,18,165
12,3,59,38,259
189,31,51,49,59
269,23,12,46,241
16,32,90,22,56
254,12,29,13,24
8,15,60,23,263
193,9,100,0,77
290,4,61,47,27
108,1,5,14,286
93,2,100,23,15
9,43,8,47,6
244,28,26,20,235
77,3,83,18,59
270,48,37,6,113
177,45,89,34,166
240,28,51,30,145
245,14,44,49,29
32,6,26,9,264
242,7,65,16,217
26,17,36,17,193
225,22,33,43,223
118,29,75,1,11
80,1,87,12,27
77,39,60,27,145
4,21,89,3,181
231,35,34,36,290
49,27,19,12,153
212,24,84,44,243
8,40,95,9,245
42,35,27,26,238
107,3,21,3,24
269,29,57,8,130
2,37,73,34,17
239,5,13,14,14
206,33,57,43,181
71,27,10,40,77
75,0,92,8,232
54,4,57,22,1
156,30,40,23,138
112,37,20,37,267
190,3,10,23,192
110,42,66,16,204
252,36,5,46,110
205,8,1,49,106
208,44,54,30,163
109,44,44,19,119
110,33,72,7,61
117,30,40,2,177
101,12,38,20,158
197,32,33,42,79
6,35,18,25,155
227,34,94,37,229
53,48,40,6,140
269,42,49,9,268
1,31,11,46,280
104,40,56,31,52
287,2,84,41,234
46,39,10,45,94
84,22,59,15,140
27,50,52,35,180
148,28,44,38,17
170,7,90,13,65
272,33,49,27,230
244,19,33,42,240
18,11,80,1,131
61,40,58,17,181
59,48,30,11,123
94,27,12,23,150
279,28,12,45,132
198,49,12,3,126
209,37,62,6,37
282,28,89,6,168
217,30,78,22,35
255,30,52,41,105
127,8,96,42,51
238,5,80,38,114
71,5,77,48,5
147,23,30,34,239
269,17,63,45,61
220,18,52,34,102
211,32,41,48,241
240,24,33,28,280
157,38,1,0,272
271,25,77,10,79
124,24,77,46,77
113,40,33,33,8
273,1,34,44,285
129,19,7,0,281
170,10,27,29,261
228,2,43,20,62
247,0,100,39,228
248,7,25,43,89
223,42,12,25,146
115,31,85,23,84
159,32,7,12,45
145,9,8,32,292
51,17,78,31,264
254,15,13,46,147
95,22,88,18,206
1,17,88,47,202
235,37,39,34,47
212,23,63,42,297
233,36,54,11,164
211,13,19,9,165
35,25,83,20,179
281,46,61,44,184
85,47,56,19,140
73,16,83,42,92
285,24,83,37,74
114,48,72,14,138
103,45,64,30,91
28,22,91,40,0
246,30,95,20,207
226,10,14,29,99
52,40,90,46,142
139,49,92,39,249
237,23,7,31,146
260,10,15,10,40
269,1,51,21,164
235,50,69,6,224
66,6,52,30,196
288,7,12,40,186
206,11,82,9,97
288,6,14,17,150
294,49,80,5,135
150,43,81,11,127
167,5,84,33,56
107,47,63,2,297
25,2,14,41,34
153,45,97,19,220
193,39,42,49,188
1,0,41,9,8
280,33,71,33,76
78,27,20,22,61
166,32,20,4,154
173,18,68,32,255
132,24,42,37,88
181,13,38,7,129
19,39,76,29,243
198,3,29,40,162
206,30,52,50,288
189,28,98,16,263
58,35,52,15,275
172,26,18,30,186
155,44,53,42,76
